station,year,TMIN
USW00093225,2001,150
USW00023271,2001,211
USW00093225,2001,206
USW00023271,2001,239
USW00093225,2001,228
USW00023271,2001,200
USW00093225,2001,183
USW00023271,2001,161
USW00093225,2001,144
USW00023271,2001,189
USW00093225,2001,189
USW00023271,2001,183
USW00093225,2001,167
USW00023271,2001,156
USW00093225,2001,150
USW00023271,2001,150
USW00093225,2001,144
USW00023271,2001,139
USW00093225,2001,139
USW00023271,2001,133
USW00093225,2001,117
USW00023271,2001,139
USW00093225,2001,122
USW00023271,2001,139
USW00093225,2001,133
USW00023271,2001,128
USW00093225,2001,122
USW00023271,2001,139
USW00093225,2001,133
USW00023271,2001,128
USW00093225,2001,111
USW00023271,2001,139
USW00093225,2001,133
USW00023271,2001,144
USW00093225,2001,139
USW00023271,2001,139
USW00093225,2001,133
USW00023271,2001,128
USW00093225,2001,122
USW00023271,2001,133
USW00093225,2001,111
USW00023271,2001,150
USW00093225,2001,133
USW00023271,2001,156
USW00093225,2001,139
USW00023271,2001,150
USW00093225,2001,139
USW00023271,2001,139
USW00093225,2001,139
USW00023271,2001,144
USW00093225,2001,133
USW00023271,2001,139
USW00093225,2001,133
USW00023271,2001,167
USW00093225,2001,150
USW00023271,2001,161
USW00093225,2001,156
USW00023271,2001,139
USW00093225,2001,139
USW00023271,2001,161
USW00093225,2001,156
USW00023271,2001,150
USW00093225,2001,139
USW00023271,2001,150
USW00093225,2001,139
USW00023271,2001,161
USW00093225,2001,144
USW00023271,2001,161
USW00093225,2001,156
USW00023271,2001,161
USW00093225,2001,122
USW00023271,2001,178
USW00093225,2001,161
USW00023271,2001,217
USW00093225,2001,183
USW00023271,2001,178
USW00093225,2001,161
USW00023271,2001,150
USW00093225,2001,144
USW00023271,2001,139
USW00093225,2001,111
USW00023271,2001,139
USW00093225,2001,128
USW00023271,2001,128
USW00093225,2001,117
USW00023271,2001,133
USW00093225,2001,111
USW00023271,2001,144
USW00093225,2001,133
USW00023271,2001,150
USW00093225,2001,122
USW00023271,2001,172
USW00093225,2001,133
USW00023271,2001,161
USW00093225,2001,150
USW00023271,2001,161
USW00093225,2001,122
USW00023271,2001,133
USW00093225,2001,128
USW00023271,2001,128
USW00093225,2001,100
USW00023271,2001,156
USW00093225,2001,144
USW00023271,2001,139
USW00093225,2001,144
USW00023271,2001,167
USW00093225,2001,167
USW00023271,2001,161
USW00093225,2001,133
USW00023271,2001,167
USW00093225,2001,133
USW00023271,2001,161
USW00093225,2001,139
USW00023271,2001,178
USW00093225,2001,150
USW00023271,2001,156
USW00093225,2001,150
USW00023271,2001,139
USW00093225,2001,139
USW00023271,2001,139
USW00093225,2001,133
USW00023271,2001,156
USW00093225,2001,144
USW00023271,2001,161
USW00093225,2001,172
USW00023271,2001,183
USW00093225,2001,167
USW00023271,2001,189
USW00093225,2001,172
USW00023271,2001,156
USW00093225,2001,139
USW00023271,2001,139
USW00093225,2001,128
USW00023271,2001,139
USW00093225,2001,100
USW00023271,2001,139
USW00093225,2001,106
USW00023271,2001,133
USW00093225,2001,122
USW00023271,2001,133
USW00093225,2001,133
USW00023271,2001,161
USW00093225,2001,156
USW00023271,2001,144
USW00093225,2001,144
USW00023271,2001,133
USW00093225,2001,122
USW00023271,2001,156
USW00093225,2001,128
USW00023271,2001,150
USW00093225,2001,139
USW00023271,2001,139
USW00093225,2001,139
USW00023271,2001,122
USW00093225,2001,111
USW00023271,2001,139
USW00093225,2001,122
USW00023271,2001,133
USW00093225,2001,117
USW00023271,2001,139
USW00093225,2001,133
USW00023271,2001,122
USW00093225,2001,83
USW00023271,2001,150
USW00093225,2001,106
USW00023271,2001,150
USW00093225,2001,133
USW00023271,2001,133
USW00093225,2001,122
USW00023271,2001,144
USW00093225,2001,133
USW00023271,2001,128
USW00093225,2001,100
USW00023271,2001,150
USW00093225,2001,139
USW00023271,2001,117
USW00093225,2001,83
USW00023271,2001,111
USW00093225,2001,83
USW00023271,2001,133
USW00093225,2001,128
USW00023271,2001,150
USW00093225,2001,139
USW00023271,2001,156
USW00093225,2001,133
USW00023271,2001,161
USW00093225,2001,133
USW00023271,2001,144
USW00093225,2001,139
USW00023271,2001,133
USW00093225,2001,117
USW00023271,2001,111
USW00093225,2001,89
USW00023271,2001,117
USW00093225,2001,89
USW00023271,2001,122
USW00093225,2001,117
USW00023271,2001,117
USW00093225,2001,122
USW00023271,2001,89
USW00093225,2001,78
USW00023271,2001,150
USW00093225,2001,128
USW00023271,2001,139
USW00093225,2001,144
USW00023271,2001,106
USW00093225,2001,72
USW00023271,2001,117
USW00093225,2001,83
USW00023271,2001,117
USW00093225,2001,100
USW00023271,2001,139
USW00093225,2001,117
USW00023271,2001,133
USW00093225,2001,106
USW00023271,2001,106
USW00093225,2001,72
USW00023271,2001,100
USW00093225,2001,61
USW00023271,2001,100
USW00093225,2001,78
USW00023271,2001,100
USW00093225,2001,89
USW00023271,2001,89
USW00093225,2001,50
USW00023271,2001,117
USW00093225,2001,89
USW00023271,2001,89
USW00093225,2001,106
USW00023271,2001,83
USW00093225,2001,56
USW00023271,2001,89
USW00093225,2001,78
USW00023271,2001,111
USW00093225,2001,122
USW00023271,2001,111
USW00093225,2001,111
USW00023271,2001,133
USW00093225,2001,133
USW00023271,2001,128
USW00093225,2001,122
USW00023271,2001,111
USW00093225,2001,72
USW00023271,2001,89
USW00093225,2001,61
USW00023271,2001,89
USW00093225,2001,56
USW00023271,2001,100
USW00093225,2001,61
USW00023271,2001,94
USW00093225,2001,67
USW00023271,2001,100
USW00093225,2001,67
USW00023271,2001,100
USW00093225,2001,67
USW00023271,2001,61
USW00093225,2001,28
USW00023271,2001,67
USW00093225,2001,33
USW00023271,2001,83
USW00093225,2001,61
USW00023271,2001,89
USW00093225,2001,72
USW00023271,2001,150
USW00093225,2001,144
USW00023271,2001,111
USW00093225,2001,117
USW00023271,2001,117
USW00093225,2001,106
USW00023271,2001,133
USW00093225,2001,128
USW00023271,2001,117
USW00093225,2001,106
USW00023271,2001,111
USW00093225,2001,100
USW00023271,2001,128
USW00093225,2001,94
USW00023271,2001,89
USW00093225,2001,67
USW00023271,2001,106
USW00093225,2001,94
USW00023271,2001,128
USW00093225,2001,111
USW00023271,2001,133
USW00093225,2001,133
USW00023271,2001,94
USW00093225,2001,83
USW00023271,2001,78
USW00093225,2001,72
USW00023271,2001,78
USW00093225,2001,78
USW00023271,2001,50
USW00093225,2001,39
USW00023271,2001,22
USW00093225,2001,11
USW00023271,2001,33
USW00093225,2001,28
USW00023271,2001,72
USW00093225,2001,67
USW00023271,2001,78
USW00093225,2001,72
USW00023271,2001,83
USW00093225,2001,78
USW00023271,2001,100
USW00093225,2001,94
USW00023271,2001,78
USW00093225,2001,83
USW00023271,2001,72
USW00093225,2001,61
USW00023271,2001,22
USW00093225,2001,17
USW00023271,2001,78
USW00093225,2001,78
USW00023271,2001,100
USW00093225,2001,100
USW00023271,2001,78
USW00093225,2001,72
USW00023271,2001,44
USW00093225,2001,33
USW00023271,2001,44
USW00093225,2001,67
USW00023271,2001,44
USW00093225,2001,44
USW00023271,2001,39
USW00093225,2001,39
USW00023271,2001,33
USW00093225,2001,17
USW00023271,2001,33
USW00093225,2001,11
USW00023271,2001,61
USW00093225,2001,44
USW00023271,2001,33
USW00093225,2001,28
USW00023271,2001,39
USW00093225,2001,28
USW00023271,2001,78
USW00093225,2001,72
USW00023271,2001,72
USW00093225,2001,67
USW00023271,2001,61
USW00093225,2001,50
USW00023271,2001,78
USW00093225,2001,67
USW00023271,2001,72
USW00093225,2001,67
USW00023271,2001,72
USW00093225,2001,67
USW00023271,2001,56
USW00093225,2001,50
USW00023271,2001,33
USW00093225,2001,11
USW00023271,2001,56
USW00093225,2001,44
USW00023271,2001,89
USW00093225,2001,83
USW00023271,2001,78
USW00093225,2001,83
USW00023271,2001,89
USW00093225,2001,83
USW00023271,2001,106
USW00093225,2001,100
USW00023271,2001,117
USW00093225,2001,111
USW00023271,2001,117
USW00093225,2001,100
USW00023271,2002,117
USW00093225,2002,100
USW00023271,2002,122
USW00093225,2002,122
USW00023271,2002,78
USW00093225,2002,83
USW00023271,2002,39
USW00093225,2002,28
USW00023271,2002,72
USW00093225,2002,72
USW00023271,2002,83
USW00093225,2002,83
USW00023271,2002,89
USW00093225,2002,89
USW00023271,2002,83
USW00093225,2002,83
USW00023271,2002,72
USW00093225,2002,67
USW00023271,2002,50
USW00093225,2002,39
USW00023271,2002,50
USW00093225,2002,39
USW00023271,2002,67
USW00093225,2002,67
USW00023271,2002,39
USW00093225,2002,28
USW00023271,2002,33
USW00093225,2002,11
USW00023271,2002,6
USW00093225,2002,-11
USW00023271,2002,-6
USW00093225,2002,-33
USW00023271,2002,22
USW00093225,2002,17
USW00023271,2002,-6
USW00093225,2002,-11
USW00023271,2002,6
USW00093225,2002,-11
USW00023271,2002,6
USW00093225,2002,-11
USW00023271,2002,33
USW00093225,2002,33
USW00023271,2002,-6
USW00093225,2002,-33
USW00023271,2002,0
USW00093225,2002,-22
USW00023271,2002,6
USW00093225,2002,-11
USW00023271,2002,11
USW00093225,2002,-6
USW00023271,2002,50
USW00093225,2002,39
USW00023271,2002,17
USW00093225,2002,0
USW00023271,2002,17
USW00093225,2002,6
USW00023271,2002,6
USW00093225,2002,-6
USW00023271,2002,-17
USW00093225,2002,-33
USW00023271,2002,-17
USW00093225,2002,-22
USW00023271,2002,17
USW00093225,2002,17
USW00023271,2002,-6
USW00093225,2002,-28
USW00023271,2002,6
USW00093225,2002,-6
USW00023271,2002,6
USW00093225,2002,-22
USW00023271,2002,17
USW00093225,2002,-11
USW00023271,2002,22
USW00093225,2002,-6
USW00023271,2002,83
USW00093225,2002,72
USW00023271,2002,28
USW00093225,2002,11
USW00023271,2002,33
USW00093225,2002,6
USW00023271,2002,28
USW00093225,2002,22
USW00023271,2002,33
USW00093225,2002,11
USW00023271,2002,39
USW00093225,2002,11
USW00023271,2002,89
USW00093225,2002,72
USW00023271,2002,61
USW00093225,2002,56
USW00023271,2002,72
USW00093225,2002,50
USW00023271,2002,61
USW00093225,2002,67
USW00023271,2002,72
USW00093225,2002,56
USW00023271,2002,61
USW00093225,2002,50
USW00023271,2002,94
USW00093225,2002,89
USW00023271,2002,117
USW00093225,2002,111
USW00023271,2002,100
USW00093225,2002,72
USW00023271,2002,83
USW00093225,2002,67
USW00023271,2002,83
USW00093225,2002,61
USW00023271,2002,50
USW00093225,2002,33
USW00023271,2002,50
USW00093225,2002,28
USW00023271,2002,61
USW00093225,2002,44
USW00023271,2002,72
USW00093225,2002,39
USW00023271,2002,61
USW00093225,2002,28
USW00023271,2002,50
USW00093225,2002,44
USW00023271,2002,44
USW00093225,2002,44
USW00023271,2002,39
USW00093225,2002,17
USW00023271,2002,39
USW00093225,2002,17
USW00023271,2002,72
USW00093225,2002,56
USW00023271,2002,100
USW00093225,2002,100
USW00023271,2002,33
USW00093225,2002,22
USW00023271,2002,11
USW00093225,2002,-17
USW00023271,2002,28
USW00093225,2002,0
USW00023271,2002,89
USW00093225,2002,78
USW00023271,2002,72
USW00093225,2002,50
USW00023271,2002,100
USW00093225,2002,67
USW00023271,2002,39
USW00093225,2002,11
USW00023271,2002,33
USW00093225,2002,6
USW00023271,2002,22
USW00093225,2002,-6
USW00023271,2002,50
USW00093225,2002,11
USW00023271,2002,33
USW00093225,2002,17
USW00023271,2002,22
USW00093225,2002,17
USW00023271,2002,22
USW00093225,2002,6
USW00023271,2002,61
USW00093225,2002,33
USW00023271,2002,83
USW00093225,2002,56
USW00023271,2002,100
USW00093225,2002,89
USW00023271,2002,89
USW00093225,2002,83
USW00023271,2002,67
USW00093225,2002,44
USW00023271,2002,61
USW00093225,2002,44
USW00023271,2002,67
USW00093225,2002,44
USW00023271,2002,61
USW00093225,2002,50
USW00023271,2002,94
USW00093225,2002,67
USW00023271,2002,100
USW00093225,2002,72
USW00023271,2002,94
USW00093225,2002,50
USW00023271,2002,100
USW00093225,2002,50
USW00023271,2002,111
USW00093225,2002,78
USW00023271,2002,111
USW00093225,2002,72
USW00023271,2002,106
USW00093225,2002,89
USW00023271,2002,94
USW00093225,2002,89
USW00023271,2002,111
USW00093225,2002,83
USW00023271,2002,89
USW00093225,2002,67
USW00023271,2002,100
USW00093225,2002,89
USW00023271,2002,106
USW00093225,2002,100
USW00023271,2002,111
USW00093225,2002,100
USW00023271,2002,100
USW00093225,2002,94
USW00023271,2002,117
USW00093225,2002,117
USW00023271,2002,106
USW00093225,2002,72
USW00023271,2002,117
USW00093225,2002,78
USW00023271,2002,89
USW00093225,2002,83
USW00023271,2002,72
USW00093225,2002,67
USW00023271,2002,72
USW00093225,2002,61
USW00023271,2002,50
USW00093225,2002,33
USW00023271,2002,50
USW00093225,2002,22
USW00023271,2002,72
USW00093225,2002,44
USW00023271,2002,72
USW00093225,2002,33
USW00023271,2002,72
USW00093225,2002,33
USW00023271,2002,89
USW00093225,2002,44
USW00023271,2002,106
USW00093225,2002,72
USW00023271,2002,117
USW00093225,2002,106
USW00023271,2002,117
USW00093225,2002,83
USW00023271,2002,111
USW00093225,2002,100
USW00023271,2002,94
USW00093225,2002,72
USW00023271,2002,78
USW00093225,2002,67
USW00023271,2002,78
USW00093225,2002,56
USW00023271,2002,61
USW00093225,2002,28
USW00023271,2002,78
USW00093225,2002,39
USW00023271,2002,89
USW00093225,2002,83
USW00023271,2002,106
USW00093225,2002,83
USW00023271,2002,89
USW00093225,2002,67
USW00023271,2002,111
USW00093225,2002,83
USW00023271,2002,111
USW00093225,2002,89
USW00023271,2002,100
USW00093225,2002,94
USW00023271,2002,100
USW00093225,2002,117
USW00023271,2002,106
USW00093225,2002,89
USW00023271,2002,89
USW00093225,2002,72
USW00023271,2002,111
USW00093225,2002,94
USW00023271,2002,111
USW00093225,2002,106
USW00023271,2002,117
USW00093225,2002,111
USW00023271,2002,100
USW00093225,2002,72
USW00023271,2002,117
USW00093225,2002,111
USW00023271,2002,122
USW00093225,2002,106
USW00023271,2002,122
USW00093225,2002,111
USW00023271,2002,106
USW00093225,2002,94
USW00023271,2002,111
USW00093225,2002,100
USW00023271,2002,100
USW00093225,2002,94
USW00023271,2002,94
USW00093225,2002,89
USW00023271,2002,78
USW00093225,2002,67
USW00023271,2002,106
USW00093225,2002,89
USW00023271,2002,128
USW00093225,2002,106
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,117
USW00093225,2002,117
USW00023271,2002,133
USW00093225,2002,128
USW00023271,2002,139
USW00093225,2002,133
USW00023271,2002,161
USW00093225,2002,150
USW00023271,2002,200
USW00093225,2002,183
USW00023271,2002,189
USW00093225,2002,156
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,117
USW00093225,2002,106
USW00023271,2002,128
USW00093225,2002,122
USW00023271,2002,150
USW00093225,2002,139
USW00023271,2002,183
USW00093225,2002,189
USW00023271,2002,200
USW00093225,2002,178
USW00023271,2002,161
USW00093225,2002,144
USW00023271,2002,172
USW00093225,2002,167
USW00023271,2002,144
USW00093225,2002,139
USW00023271,2002,161
USW00093225,2002,156
USW00023271,2002,167
USW00093225,2002,128
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,128
USW00093225,2002,122
USW00023271,2002,117
USW00093225,2002,106
USW00023271,2002,128
USW00093225,2002,122
USW00023271,2002,133
USW00093225,2002,122
USW00023271,2002,144
USW00093225,2002,139
USW00023271,2002,183
USW00093225,2002,183
USW00023271,2002,161
USW00093225,2002,150
USW00023271,2002,144
USW00093225,2002,139
USW00023271,2002,128
USW00093225,2002,117
USW00023271,2002,133
USW00093225,2002,122
USW00023271,2002,139
USW00093225,2002,133
USW00023271,2002,139
USW00093225,2002,133
USW00023271,2002,167
USW00093225,2002,133
USW00023271,2002,150
USW00093225,2002,139
USW00023271,2002,133
USW00093225,2002,122
USW00023271,2002,156
USW00093225,2002,144
USW00023271,2002,161
USW00093225,2002,167
USW00023271,2002,189
USW00093225,2002,172
USW00023271,2002,178
USW00093225,2002,161
USW00023271,2002,167
USW00093225,2002,156
USW00023271,2002,139
USW00093225,2002,122
USW00023271,2002,156
USW00093225,2002,128
USW00023271,2002,150
USW00093225,2002,128
USW00023271,2002,156
USW00093225,2002,144
USW00023271,2002,161
USW00093225,2002,156
USW00023271,2002,150
USW00093225,2002,133
USW00023271,2002,189
USW00093225,2002,178
USW00023271,2002,189
USW00093225,2002,167
USW00023271,2002,222
USW00093225,2002,194
USW00023271,2002,233
USW00093225,2002,217
USW00023271,2002,211
USW00093225,2002,200
USW00023271,2002,161
USW00093225,2002,144
USW00023271,2002,150
USW00093225,2002,133
USW00023271,2002,128
USW00093225,2002,117
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,144
USW00093225,2002,139
USW00023271,2002,161
USW00093225,2002,150
USW00023271,2002,189
USW00093225,2002,172
USW00023271,2002,156
USW00093225,2002,150
USW00023271,2002,150
USW00093225,2002,139
USW00023271,2002,150
USW00093225,2002,144
USW00023271,2002,144
USW00093225,2002,144
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,139
USW00093225,2002,117
USW00023271,2002,172
USW00093225,2002,150
USW00023271,2002,161
USW00093225,2002,161
USW00023271,2002,150
USW00093225,2002,144
USW00023271,2002,150
USW00093225,2002,144
USW00023271,2002,150
USW00093225,2002,144
USW00023271,2002,150
USW00093225,2002,144
USW00023271,2002,156
USW00093225,2002,144
USW00023271,2002,144
USW00093225,2002,139
USW00023271,2002,128
USW00093225,2002,117
USW00023271,2002,150
USW00093225,2002,139
USW00023271,2002,128
USW00093225,2002,94
USW00023271,2002,133
USW00093225,2002,117
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,167
USW00093225,2002,144
USW00023271,2002,200
USW00093225,2002,161
USW00023271,2002,194
USW00093225,2002,139
USW00023271,2002,172
USW00093225,2002,128
USW00023271,2002,178
USW00093225,2002,150
USW00023271,2002,156
USW00093225,2002,150
USW00023271,2002,161
USW00093225,2002,150
USW00023271,2002,156
USW00093225,2002,144
USW00023271,2002,144
USW00093225,2002,133
USW00023271,2002,128
USW00093225,2002,117
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,122
USW00093225,2002,111
USW00023271,2002,139
USW00093225,2002,111
USW00023271,2002,128
USW00093225,2002,122
USW00023271,2002,128
USW00093225,2002,111
USW00023271,2002,117
USW00093225,2002,94
USW00023271,2002,122
USW00093225,2002,106
USW00023271,2002,150
USW00093225,2002,122
USW00023271,2002,167
USW00093225,2002,156
USW00023271,2002,167
USW00093225,2002,161
USW00023271,2002,144
USW00093225,2002,150
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,150
USW00093225,2002,122
USW00023271,2002,167
USW00093225,2002,156
USW00023271,2002,189
USW00093225,2002,167
USW00023271,2002,189
USW00093225,2002,183
USW00023271,2002,167
USW00093225,2002,150
USW00023271,2002,150
USW00093225,2002,133
USW00023271,2002,139
USW00093225,2002,122
USW00023271,2002,111
USW00093225,2002,78
USW00023271,2002,117
USW00093225,2002,89
USW00023271,2002,128
USW00093225,2002,94
USW00023271,2002,150
USW00093225,2002,122
USW00023271,2002,150
USW00093225,2002,122
USW00023271,2002,161
USW00093225,2002,144
USW00023271,2002,139
USW00093225,2002,117
USW00023271,2002,139
USW00093225,2002,117
USW00023271,2002,156
USW00093225,2002,144
USW00023271,2002,128
USW00093225,2002,100
USW00023271,2002,150
USW00093225,2002,128
USW00023271,2002,161
USW00093225,2002,156
USW00023271,2002,161
USW00093225,2002,139
USW00023271,2002,156
USW00093225,2002,133
USW00023271,2002,150
USW00093225,2002,122
USW00023271,2002,150
USW00093225,2002,122
USW00023271,2002,161
USW00093225,2002,-22
USW00023271,2002,150
USW00093225,2002,128
USW00023271,2002,144
USW00093225,2002,111
USW00023271,2002,139
USW00093225,2002,122
USW00023271,2002,139
USW00093225,2002,128
USW00023271,2002,117
USW00093225,2002,100
USW00023271,2002,133
USW00093225,2002,122
USW00023271,2002,117
USW00093225,2002,78
USW00023271,2002,117
USW00093225,2002,122
USW00023271,2002,111
USW00093225,2002,94
USW00023271,2002,89
USW00093225,2002,50
USW00023271,2002,117
USW00093225,2002,100
USW00023271,2002,122
USW00093225,2002,100
USW00023271,2002,128
USW00093225,2002,106
USW00023271,2002,139
USW00093225,2002,100
USW00023271,2002,139
USW00093225,2002,100
USW00023271,2002,156
USW00093225,2002,106
USW00023271,2002,122
USW00093225,2002,111
USW00023271,2002,89
USW00093225,2002,61
USW00023271,2002,89
USW00093225,2002,44
USW00023271,2002,100
USW00093225,2002,72
USW00023271,2002,117
USW00093225,2002,94
USW00023271,2002,111
USW00093225,2002,56
USW00023271,2002,100
USW00093225,2002,83
USW00023271,2002,94
USW00093225,2002,67
USW00023271,2002,100
USW00093225,2002,72
USW00023271,2002,94
USW00093225,2002,50
USW00023271,2002,100
USW00093225,2002,56
USW00023271,2002,106
USW00093225,2002,78
USW00023271,2002,100
USW00093225,2002,50
USW00023271,2002,94
USW00093225,2002,72
USW00023271,2002,78
USW00093225,2002,67
USW00023271,2002,106
USW00093225,2002,83
USW00023271,2002,83
USW00093225,2002,44
USW00023271,2002,89
USW00093225,2002,61
USW00023271,2002,89
USW00093225,2002,44
USW00023271,2002,72
USW00093225,2002,33
USW00023271,2002,72
USW00093225,2002,39
USW00023271,2002,39
USW00093225,2002,-6
USW00023271,2002,39
USW00093225,2002,11
USW00023271,2002,28
USW00093225,2002,-11
USW00023271,2002,44
USW00093225,2002,22
USW00023271,2002,44
USW00093225,2002,17
USW00023271,2002,50
USW00093225,2002,11
USW00023271,2002,61
USW00093225,2002,22
USW00023271,2002,117
USW00093225,2002,117
USW00023271,2002,133
USW00093225,2002,128
USW00023271,2002,111
USW00093225,2002,106
USW00023271,2002,111
USW00093225,2002,117
USW00023271,2002,100
USW00093225,2002,89
USW00023271,2002,100
USW00093225,2002,83
USW00023271,2002,100
USW00093225,2002,83
USW00023271,2002,78
USW00093225,2002,72
USW00023271,2002,72
USW00093225,2002,39
USW00023271,2002,94
USW00093225,2002,78
USW00023271,2002,83
USW00093225,2002,78
USW00023271,2002,67
USW00093225,2002,33
USW00023271,2002,50
USW00093225,2002,22
USW00023271,2002,72
USW00093225,2002,39
USW00023271,2002,89
USW00093225,2002,61
USW00023271,2002,89
USW00093225,2002,72
USW00023271,2002,89
USW00093225,2002,72
USW00023271,2002,100
USW00093225,2002,100
USW00023271,2002,72
USW00093225,2002,56
USW00023271,2002,61
USW00093225,2002,39
USW00023271,2002,39
USW00093225,2002,6
USW00023271,2002,44
USW00093225,2002,6
USW00023271,2002,44
USW00093225,2002,0
USW00023271,2002,39
USW00093225,2002,0
USW00023271,2002,56
USW00093225,2002,33
USW00023271,2002,50
USW00093225,2002,28
USW00023271,2002,50
USW00093225,2002,11
USW00023271,2002,50
USW00093225,2002,22
USW00023271,2002,61
USW00093225,2002,33
USW00023271,2002,61
USW00093225,2002,33
USW00023271,2002,61
USW00093225,2002,22
USW00023271,2002,50
USW00093225,2002,11
USW00023271,2002,72
USW00093225,2002,44
USW00023271,2002,83
USW00093225,2002,50
USW00023271,2002,72
USW00093225,2002,44
USW00023271,2002,78
USW00093225,2002,50
USW00023271,2002,100
USW00093225,2002,94
USW00023271,2002,111
USW00093225,2002,111
USW00023271,2002,111
USW00093225,2002,100
USW00023271,2002,106
USW00093225,2002,100
USW00023271,2002,61
USW00093225,2002,50
USW00023271,2002,39
USW00093225,2002,28
USW00023271,2002,44
USW00093225,2002,39
USW00023271,2002,61
USW00093225,2002,72
USW00023271,2002,67
USW00093225,2002,56
USW00023271,2002,39
USW00093225,2002,39
USW00023271,2002,17
USW00093225,2002,11
USW00023271,2002,39
USW00093225,2002,33
USW00023271,2002,33
USW00093225,2002,6
USW00023271,2002,72
USW00093225,2002,67
USW00023271,2002,122
USW00093225,2002,111
USW00023271,2002,83
USW00093225,2002,83
USW00023271,2002,78
USW00093225,2002,67
USW00023271,2002,78
USW00093225,2002,78
USW00023271,2002,56
USW00093225,2002,44
